commit_hash,category,topic,title,files_changed,pr_link,author,accepter_1,accepter_2,accepter_3,merge_into
26de2c24874,jit,Untopiced,[3/N] Enable clang-tidy on torch/csrc/jit/serialization/* (#129850),.lintrunner.toml torch/csrc/jit/serialization/export_bytecode.cpp torch/csrc/jit/serialization/export_bytecode.h torch/csrc/jit/serialization/export_module.cpp torch/csrc/jit/serialization/flatbuffer_serializer.cpp torch/csrc/jit/serialization/import_source.cpp torch/csrc/jit/serialization/import_source.h torch/csrc/jit/serialization/pickler.cpp torch/csrc/jit/serialization/python_print.cpp torch/csrc/jit/serialization/unpickler.cpp,https://github.com/pytorch/pytorch/pull/129850,cyyever,ezyang,,,
deefc10dd30,releng,not user facing,[executorch hash update] update the pinned executorch hash (#129428),.ci/docker/ci_commit_pins/executorch.txt,https://github.com/pytorch/pytorch/pull/129428,pytorchupdatebot,pytorchbot,,,
1ddb1003184,distributed,Untopiced,[FSDP1][Easy] Remove Spammy Log Lin in _runtime_utils.py (#129967),torch/distributed/fsdp/_runtime_utils.py,https://github.com/pytorch/pytorch/pull/129967,wz337,Skylion007,awgu,fduwjj,
c22e66896f8,skip,Untopiced,"Revert ""Fix typo in floordiv solver code that affects flipped relation (#129888)""",test/dynamo/test_exc.py test/dynamo/test_repros.py torch/fx/experimental/symbolic_shapes.py torch/utils/_sympy/solve.py,,,,,,
39357ba06f4,fx,not user facing,[dynamo] don't constrain range on the replacement for a symbol (#129907),test/dynamo/test_misc.py test/export/test_serialize.py torch/fx/experimental/symbolic_shapes.py,https://github.com/pytorch/pytorch/pull/129907,ColinPeppler,jingsh,,,
b6f781e433f,inductor,Untopiced,Bug fix for captuing execution trace grid function (#129832),torch/_inductor/runtime/triton_heuristics.py,https://github.com/pytorch/pytorch/pull/129832,shengfukevin,Skylion007,davidberard98,,
b5fdbc1a9fb,skip,Untopiced,"Revert ""[pipelining] [BE] Move pipeline_order validation to schedules.py (#129369)""",test/distributed/pipelining/test_schedule.py torch/distributed/pipelining/_utils.py torch/distributed/pipelining/schedules.py torch/distributed/pipelining/stage.py,,,,,,
29ffa20bb13,python_frontend,not user facing,[CUDA] Bump tolerances for `test_grad_pca_lowrank` (#129902),torch/testing/_internal/common_methods_invocations.py,https://github.com/pytorch/pytorch/pull/129902,eqy,ezyang,,,
d7680a564b6,dynamo,not user facing,Bug fixes for disabling 0/1 specialization on plain int (#129961),test/test_dynamic_shapes.py torch/__init__.py torch/_dynamo/variables/lists.py torch/_inductor/lowering.py torch/_inductor/sizevars.py,https://github.com/pytorch/pytorch/pull/129961,ezyang,lezcano,,,
aa0352ca38a,composability,Untopiced,[custom ops] add default value support for device types (#129792),test/test_custom_ops.py torch/_library/infer_schema.py,https://github.com/pytorch/pytorch/pull/129792,yushangdi,zou3519,,,
872d972e415,Uncategorized,Untopiced,[custom_op] better error message on no returns (#129896),test/test_custom_ops.py torch/_library/infer_schema.py,https://github.com/pytorch/pytorch/pull/129896,zou3519,yushangdi,,,
fb078c20c1c,inductor,not user facing,[inductor] Separate Buffer and Operation into two concepts (#128893),test/inductor/test_cuda_repro.py test/inductor/test_debug_trace.py torch/_inductor/codegen/common.py torch/_inductor/codegen/cpp.py torch/_inductor/codegen/simd.py torch/_inductor/codegen/wrapper.py torch/_inductor/comms.py torch/_inductor/dependencies.py torch/_inductor/fx_passes/post_grad.py torch/_inductor/graph.py torch/_inductor/ir.py torch/_inductor/lowering.py torch/_inductor/scheduler.py,https://github.com/pytorch/pytorch/pull/128893,peterbell10,lezcano,,,
7955cd3e83a,inductor,not user facing,[inductor] Make UserDefinedTritonKernel a multi-output operation (#129325),torch/_inductor/ir.py,https://github.com/pytorch/pytorch/pull/129325,peterbell10,lezcano,,,
45844e0d4e2,inductor,not user facing,[inductor] Add FileCheck to flex attention epilogue test (#129343),test/inductor/test_flex_attention.py,https://github.com/pytorch/pytorch/pull/129343,peterbell10,lezcano,,,
b2ac8d2af34,inductor,not user facing,[inductor] Use multiple outputs for flex-attention (#129344),test/inductor/test_flex_attention.py torch/_inductor/ir.py,https://github.com/pytorch/pytorch/pull/129344,peterbell10,lezcano,,,
921c116089e,inductor,not user facing,[inductor] Kill mark_node_as_mutating (#129346),torch/_inductor/ir.py torch/_inductor/mkldnn_ir.py,https://github.com/pytorch/pytorch/pull/129346,peterbell10,lezcano,,,
89646ebb119,skip,Untopiced,"Revert ""[export] make with_effect mark op has_effect to prevent them from DCEed. (#129680)""",test/export/test_torchbind.py torch/_higher_order_ops/effects.py torch/export/_remove_effect_tokens_pass.py,,,,,,
111f9b5d442,dynamo,not user facing,[Dynamo] Add config to skip/inline torchrec (#129912),torch/_dynamo/config.py torch/_dynamo/trace_rules.py,https://github.com/pytorch/pytorch/pull/129912,yanboliang,anijain2305,,,
be2d79a16b2,fx,Untopiced,[dynamic] config to disable duck sizing (#129804),test/dynamo/test_repros.py torch/fx/experimental/_config.py torch/fx/experimental/symbolic_shapes.py,https://github.com/pytorch/pytorch/pull/129804,xmfan,ezyang,,,
1e27af335e5,jit,Untopiced,[easy] enhance local model loading (#129897),torch/csrc/jit/python/pybind_utils.cpp,https://github.com/pytorch/pytorch/pull/129897,842974287,jingsh,,,
3b77b122c5c,skip,not user facing,[Inductor UT] update rtol for convoluton on XPU. (#129782),test/inductor/test_torchinductor.py,https://github.com/pytorch/pytorch/pull/129782,etaf,atalman,,,
c686304277f,skip,not user facing,Enable UFMT on test/test_public_bindings.py (#128389),.lintrunner.toml test/test_public_bindings.py,https://github.com/pytorch/pytorch/pull/128389,dilililiwhy,malfet,,,
c77c139878a,releng,not user facing,[Intel Triton] Update Intel Triton to resolve installation issue on manylinux. (#129847),.ci/docker/ci_commit_pins/triton-xpu.txt,https://github.com/pytorch/pytorch/pull/129847,etaf,Skylion007,atalman,gujinghui,
91a8376d470,skip,not user facing,run_test: Unset cpp stacktraces after reruns (#129004),test/conftest.py test/run_test.py,https://github.com/pytorch/pytorch/pull/129004,clee2000,PaliC,,,
9ee8c18309a,distributed,Untopiced,TCPStore: add ping to verify network connectivity on connect (#129985),test/distributed/test_store.py torch/csrc/distributed/c10d/TCPStore.cpp torch/csrc/distributed/c10d/TCPStore.hpp torch/csrc/distributed/c10d/TCPStoreBackend.cpp torch/csrc/distributed/c10d/TCPStoreBackend.hpp torch/csrc/distributed/c10d/TCPStoreLibUvBackend.cpp,https://github.com/pytorch/pytorch/pull/129985,d4l3k,kurman,rsdcastro,,
31fc5b89665,skip,not user facing,Add support for inline_asm_elementwise in Inductor lowerings (#129846),test/inductor/test_custom_lowering.py test/inductor/test_flex_attention.py torch/_inductor/codegen/triton.py torch/_inductor/kernel/flex_attention.py,https://github.com/pytorch/pytorch/pull/129846,Chillee,shunting314,,,
1026b0f687a,releng,not user facing,Use setup-miniconda step from test-infra for llm retrival workflow (#129720),.github/workflows/llm_td_retrieval.yml .github/workflows/pull.yml .github/workflows/slow.yml .github/workflows/trunk.yml,https://github.com/pytorch/pytorch/pull/129720,clee2000,PaliC,huydhn,malfet,
424cd1e1dfb,skip,not user facing,Enable TORCH_TRACE by default on Conda on Mast (#129988),torch/_logging/_internal.py,https://github.com/pytorch/pytorch/pull/129988,ezyang,kunalb,,,
8af58f66bb5,skip,Untopiced,Fix typo in floordiv solver code that affects flipped relation (#129888),test/dynamo/test_exc.py test/dynamo/test_repros.py torch/fx/experimental/symbolic_shapes.py torch/utils/_sympy/solve.py,https://github.com/pytorch/pytorch/pull/129888,ezyang,lezcano,,,
0abcca85b75,skip,Untopiced,[halide-backend] Support manual schedules (#129321),test/inductor/test_halide.py torch/_inductor/codecache.py torch/_inductor/codegen/halide.py torch/_inductor/runtime/hints.py,https://github.com/pytorch/pytorch/pull/129321,jansel,shunting314,,,
4fc9157e904,skip,Untopiced,[halide-backend] Disable split reductions for Halide (#129320),torch/_inductor/codegen/common.py torch/_inductor/codegen/cpp.py torch/_inductor/codegen/halide.py torch/_inductor/ir.py,https://github.com/pytorch/pytorch/pull/129320,jansel,eellison,shunting314,,
62b710782df,skip,not user facing,change LayoutLMForSequenceClassification inference accuracy tolerance (#129728),benchmarks/dynamo/huggingface.py,https://github.com/pytorch/pytorch/pull/129728,Valentine233,jansel,jgong5,,
8f70bf7a943,skip,not user facing,Skip TestSDPAPrivateUse1Only on FBCODE (#129997),test/test_transformers.py,https://github.com/pytorch/pytorch/pull/129997,huydhn,drisspg,,,
735044191f0,skip,not user facing,[Easy] Add whitespace after comma when re-rendering tuple default value in schema (#129884),torch/_torch_docs.py torchgen/api/python.py torchgen/model.py,https://github.com/pytorch/pytorch/pull/129884,XuehaiPan,ezyang,,,
64a04d22258,sparse_frontend,not user facing,Make sparse empty constructors specialize instead of fail on symbolic inputs (#129983),aten/src/ATen/native/native_functions.yaml aten/src/ATen/native/sparse/SparseCsrTensor.cpp aten/src/ATen/native/sparse/SparseTensor.cpp c10/core/SymIntArrayRef.h,https://github.com/pytorch/pytorch/pull/129983,ezyang,anijain2305,,,
9e1e58e0528,skip,not user facing,Support allowlisted modules and op overloads in AOTAutogradCache (#128329),test/dynamo/test_aot_autograd_cache.py test/functorch/test_aotdispatch.py torch/_functorch/_aot_autograd/autograd_cache.py,https://github.com/pytorch/pytorch/pull/128329,jamesjwu,bdhirsh,,,
29c68df600e,linalg_frontend,not user facing,Stop immediately specializing common constants 0/1 for plain int (#128327),docs/source/torch.compiler_dynamo_deepdive.rst test/dynamo/test_backward_higher_order_ops.py test/dynamo/test_misc.py test/dynamo/test_modules.py test/dynamo/test_repros.py test/test_linalg.py torch/_dynamo/variables/builder.py,https://github.com/pytorch/pytorch/pull/128327,ezyang,lezcano,,,
e2eb33b0899,inductor,not user facing,Added methods to blockmask to visualize them (#129950),test/inductor/test_flex_attention.py torch/_inductor/kernel/flex_attention.py torch/nn/attention/_flex_attention.py,https://github.com/pytorch/pytorch/pull/129950,Chillee,drisspg,yanboliang,,
01e41f1814c,inductor,not user facing,Modified autotuning for flex_attention to pass in (proper) fake inputs for the block sparse entries (#129915),torch/_inductor/kernel/flex_attention.py,https://github.com/pytorch/pytorch/pull/129915,Chillee,eellison,yanboliang,,
35600bcaad7,fx,not user facing,"Print float with full precision, don't truncate (#130027)",test/test_dynamic_shapes.py torch/fx/experimental/symbolic_shapes.py,https://github.com/pytorch/pytorch/pull/130027,ezyang,Skylion007,lezcano,,
9b902b3ee3b,inductor,Untopiced,AOTI: dont treat views of buffers as constants (#129688),test/inductor/test_aot_inductor.py torch/_inductor/ir.py,https://github.com/pytorch/pytorch/pull/129688,bdhirsh,eellison,,,
042d764872a,skip,not user facing,[export] Update example inputs format for DB. (#129982),docs/source/scripts/exportdb/generate_example_rst.py test/export/test_db.py test/export/test_serialize.py torch/_export/db/case.py torch/_export/db/examples/assume_constant_result.py torch/_export/db/examples/autograd_function.py torch/_export/db/examples/class_method.py torch/_export/db/examples/cond_branch_class_method.py torch/_export/db/examples/cond_branch_nested_function.py torch/_export/db/examples/cond_branch_nonlocal_variables.py torch/_export/db/examples/cond_closed_over_variable.py torch/_export/db/examples/cond_operands.py torch/_export/db/examples/cond_predicate.py torch/_export/db/examples/constrain_as_size_example.py torch/_export/db/examples/constrain_as_value_example.py torch/_export/db/examples/decorator.py torch/_export/db/examples/dictionary.py torch/_export/db/examples/dynamic_shape_assert.py torch/_export/db/examples/dynamic_shape_constructor.py torch/_export/db/examples/dynamic_shape_if_guard.py torch/_export/db/examples/dynamic_shape_map.py torch/_export/db/examples/dynamic_shape_round.py torch/_export/db/examples/dynamic_shape_slicing.py torch/_export/db/examples/dynamic_shape_view.py torch/_export/db/examples/fn_with_kwargs.py torch/_export/db/examples/list_contains.py torch/_export/db/examples/list_unpack.py torch/_export/db/examples/model_attr_mutation.py torch/_export/db/examples/nested_function.py torch/_export/db/examples/null_context_manager.py torch/_export/db/examples/optional_input.py torch/_export/db/examples/pytree_flatten.py torch/_export/db/examples/scalar_output.py torch/_export/db/examples/specialized_attribute.py torch/_export/db/examples/static_for_loop.py torch/_export/db/examples/static_if.py torch/_export/db/examples/tensor_setattr.py torch/_export/db/examples/torch_sym_min.py torch/_export/db/examples/type_reflection_method.py torch/_export/db/examples/user_input_mutation.py,https://github.com/pytorch/pytorch/pull/129982,zhxchen17,angelayi,,,
a21d4363d2e,profiler,Untopiced,[Profiler] Remove all instances of TMP_USE_TSC_AS_TIMESTAMP (#129973),buckbuild.bzl cmake/Dependencies.cmake third_party/kineto,https://github.com/pytorch/pytorch/pull/129973,sraikund16,aaronenyeshi,,,
7bbd6cf9313,Uncategorized,Untopiced,[custom_ops] Mark older custom ops prototypes as deprecated (#130032),torch/_custom_op/impl.py,https://github.com/pytorch/pytorch/pull/130032,zou3519,williamwen42,yushangdi,,
a79bb8db917,autograd_frontend,not user facing,Make `_embedding_bag_backward` explicitly dispatch to CPU and CUDA. (#129691),aten/src/ATen/native/EmbeddingBag.cpp aten/src/ATen/native/EmbeddingBag.h aten/src/ATen/native/cuda/EmbeddingBag.cu aten/src/ATen/native/native_functions.yaml test/expect/HasDecompTest.test_has_decomposition.expect tools/autograd/derivatives.yaml torch/_inductor/lowering.py torch/_meta_registrations.py,https://github.com/pytorch/pytorch/pull/129691,ysiraichi,lezcano,,,
b0d0114f5b8,releng,not user facing,Enable automigration for windows jobs (#129977),.github/workflows/_linux-build.yml .github/workflows/_win-build.yml .github/workflows/pull.yml .github/workflows/trunk.yml,https://github.com/pytorch/pytorch/pull/129977,ZainRizvi,clee2000,,,
a9a744e4429,skip,Untopiced,Change numeric_debug_handle to store per-node id (#129811),test/quantization/pt2e/test_generate_numeric_debug_handle.py torch/ao/quantization/__init__.py torch/ao/quantization/fx/convert.py torch/ao/quantization/pt2e/generate_numeric_debug_handle.py torch/ao/quantization/pt2e/prepare.py,https://github.com/pytorch/pytorch/pull/129811,jerryzh168,tarun292,,,
8a9725bedbb,skip,Untopiced,"Revert ""Add xpu to getAccelerator (#129205)""",aten/src/ATen/DeviceAccelerator.cpp aten/src/ATen/DeviceAccelerator.h test/test_cpp_extensions_stream_and_event.py,,,,,,
779fc8119e0,skip,Untopiced,"Revert ""XPUHooksInterface inherits from AcceleratorHooksInterface (#129463)""",aten/src/ATen/Context.h aten/src/ATen/detail/XPUHooksInterface.h aten/src/ATen/xpu/detail/XPUHooks.cpp aten/src/ATen/xpu/detail/XPUHooks.h,,,,,,
2fe7c1fe04b,composability,Untopiced,[custom ops] Support factory function  (#129978),test/test_custom_ops.py torch/_library/custom_ops.py torch/_library/utils.py,https://github.com/pytorch/pytorch/pull/129978,yushangdi,zou3519,,,
d95a019704f,dynamo,Untopiced,[export] construct empty graph when there's no tensor computation  (#129541),test/dynamo/test_export.py test/export/test_export.py test/export/test_serialize.py torch/_dynamo/eval_frame.py,https://github.com/pytorch/pytorch/pull/129541,yushangdi,angelayi,,,
efb73eda512,linalg_frontend,Untopiced,[2/N]  Fix some violations of unused-function and unused-variable checks in torch_cpu (#129878),aten/src/ATen/MapAllocator.cpp aten/src/ATen/core/dispatch/OperatorEntry.cpp aten/src/ATen/native/DistributionTemplates.h aten/src/ATen/native/Linear.cpp aten/src/ATen/native/LinearAlgebra.cpp aten/src/ATen/native/LossMultiLabelMargin.cpp aten/src/ATen/native/NamedTensor.cpp aten/src/ATen/native/Pool.h aten/src/ATen/native/TensorAdvancedIndexingUtils.h aten/src/ATen/native/TensorConversions.cpp aten/src/ATen/native/TensorShape.cpp aten/src/ATen/native/cpu/MaxUnpoolKernel.cpp aten/src/ATen/native/cpu/SerialStackImpl.h aten/src/ATen/native/quantized/cpu/qconv.cpp aten/src/ATen/native/quantized/cpu/qlinear.cpp aten/src/ATen/native/sparse/SparseCsrTensor.cpp torch/csrc/autograd/custom_function.cpp torch/csrc/jit/mobile/interpreter.cpp torch/csrc/jit/runtime/interpreter.cpp torch/csrc/jit/runtime/static/impl.cpp torch/csrc/jit/serialization/import.cpp torch/csrc/profiler/unwind/unwind.cpp torch/custom_class.h,https://github.com/pytorch/pytorch/pull/129878,cyyever,ezyang,,,
cd70ac884f2,distributed,Untopiced,c10d/Utils: better error message on 0 bytes (#130056),torch/csrc/distributed/c10d/Utils.hpp,https://github.com/pytorch/pytorch/pull/130056,d4l3k,kurman,rsdcastro,,
9108b74bbc6,skip,not user facing,Updates to scaled_mm for rowwise scaling (#130059),aten/src/ATen/native/cuda/Blas.cpp test/test_matmul_cuda.py,https://github.com/pytorch/pytorch/pull/130059,drisspg,vkuzo,,,
51fa0bd436c,skip,not user facing,[pt2-bench] pass acc test if ref is NaN (#129996),test/dynamo/test_utils.py torch/_dynamo/utils.py,https://github.com/pytorch/pytorch/pull/129996,shunting314,jansel,,,
dafbd603ee6,skip,not user facing,[pt2-bench] fix accuracy failure for a few models (#129941),benchmarks/dynamo/common.py benchmarks/dynamo/huggingface.py benchmarks/dynamo/timm_models.py benchmarks/dynamo/torchbench.py benchmarks/dynamo/torchbench.yaml test/dynamo/test_utils.py torch/_dynamo/utils.py,https://github.com/pytorch/pytorch/pull/129941,shunting314,jansel,,,
0af8c8a981e,skip,not user facing,[pt2-bench] fix accuracy failure for beit_base_patch16_224 during training (#130005),benchmarks/dynamo/ci_expected_accuracy/dynamic_inductor_timm_training.csv benchmarks/dynamo/ci_expected_accuracy/inductor_timm_training.csv benchmarks/dynamo/timm_models.py,https://github.com/pytorch/pytorch/pull/130005,shunting314,eellison,jansel,,
99ec7bbee79,Uncategorized,Untopiced,Force inconsistent-missing-override for torch targets (#130010),cmake/public/utils.cmake,https://github.com/pytorch/pytorch/pull/130010,cyyever,ezyang,,,
8405ba21c13,inductor,not user facing,[inductor][cpp] fix the vec convertion between float and int64 on AVX2 (#130013),aten/src/ATen/cpu/vec/vec256/vec256.h aten/src/ATen/cpu/vec/vec256/vec256_convert.h test/inductor/test_cpu_repro.py,https://github.com/pytorch/pytorch/pull/130013,jgong5,lezcano,,,
da8af685aca,dynamo,Untopiced,[dynamo] Skip ID_MATCH guard on GetSetDescriptorType (#129913),torch/_dynamo/variables/builder.py,https://github.com/pytorch/pytorch/pull/129913,anijain2305,jansel,,,
a7a7363be0a,dynamo,not user facing,[dynamo] Skip side effect tracking for c wrappers/descriptors (#129914),torch/_dynamo/utils.py torch/_dynamo/variables/builder.py torch/_dynamo/variables/functions.py,https://github.com/pytorch/pytorch/pull/129914,anijain2305,jansel,,,
e2e624a02fc,skip,not user facing,[AOTAutograd] Micro-optimize runtime_wrapper (#128188),benchmarks/dynamo/microbenchmarks/microbench.py torch/_functorch/_aot_autograd/functional_utils.py torch/_functorch/_aot_autograd/runtime_wrappers.py torch/_functorch/_aot_autograd/utils.py,https://github.com/pytorch/pytorch/pull/128188,peterbell10,bdhirsh,,,
0b9995c1cef,distributed,not user facing,[dtensor][debug] Added forward and backward differentiation for module level tracing (#129602),test/distributed/_tensor/debug/test_comm_mode_features.py torch/distributed/_tensor/debug/comm_mode.py torch/distributed/_tensor/examples/comm_mode_features_example.py,https://github.com/pytorch/pytorch/pull/129602,sinhaanshul,XilunWu,wz337,,
9c9ac670a07,distributed,not user facing,[dtensor][be] Reduced redundant LOC by creating functions to set up models used in example (#129613),torch/distributed/_tensor/examples/comm_mode_features_example.py,https://github.com/pytorch/pytorch/pull/129613,sinhaanshul,XilunWu,,,
26be691e6bf,releng,not user facing,Unify shard logic for inductor and dynamo test_config (#129508),.ci/pytorch/test.sh,https://github.com/pytorch/pytorch/pull/129508,jithunnair-amd,clee2000,huydhn,,
07b06f0f0a7,skip,not user facing,[2/N] Remove outdated CMake code (#130006),caffe2/CMakeLists.txt,https://github.com/pytorch/pytorch/pull/130006,cyyever,drisspg,,,
42f3d7e948c,mps,Untopiced,[MPS] Add mps profiler env vars to docs (#129552),docs/source/mps_environment_variables.rst,https://github.com/pytorch/pytorch/pull/129552,qqaatw,malfet,,,
d62d3511074,skip,not user facing,[Optim][BE] Change str(device) to _get_device_type(device) (#129984),test/test_optim.py torch/testing/_internal/common_optimizers.py,https://github.com/pytorch/pytorch/pull/129984,qqaatw,janeyx99,,,
bffb278700d,skip,not user facing,[ONNX] Add `artifacts_dir` to torch-onnx-patch in benchmark (#130069),benchmarks/dynamo/common.py,https://github.com/pytorch/pytorch/pull/130069,titaiwangms,justinchuby,,,
e98587c58d3,skip,not user facing,Update torch-xpu-ops pin (ATen XPU implementation) (#129353),third_party/xpu.txt,https://github.com/pytorch/pytorch/pull/129353,ZhiweiYan-96,EikanWang,,,
fa4e489d70d,dynamo,not user facing,[dynamo][dynamic-shapes] Graph break if out shape changes on out= variants (#130074),test/dynamo/test_misc.py test/dynamo_expected_failures/TestNamedTensor.test_addmm test/dynamo_expected_failures/TestNamedTensor.test_bmm test/dynamo_expected_failures/TestNamedTensor.test_cat test/dynamo_expected_failures/TestNamedTensor.test_logical_ops test/dynamo_expected_failures/TestNamedTensor.test_matmul test/dynamo_expected_failures/TestNamedTensor.test_mm torch/_dynamo/variables/torch.py,https://github.com/pytorch/pytorch/pull/130074,anijain2305,ezyang,,,
f3962cfd9c2,skip,Untopiced,[RELAND] XPUHooksInterface inherits from AcceleratorHooksInterface (#129463),aten/src/ATen/Context.h aten/src/ATen/detail/XPUHooksInterface.h aten/src/ATen/xpu/detail/XPUHooks.cpp aten/src/ATen/xpu/detail/XPUHooks.h,https://github.com/pytorch/pytorch/pull/129463,guangyey,albanD,gujinghui,,
551f3b92b2d,dynamo,not user facing,[Dynamo] Add assertion for tensor unpack shape mismatch (#130077),test/dynamo/test_misc.py torch/_dynamo/variables/tensor.py,https://github.com/pytorch/pytorch/pull/130077,yanboliang,Chillee,,,
57d05f26163,skip,Untopiced,[RELAND] Add xpu to getAccelerator (#129205),aten/src/ATen/DeviceAccelerator.cpp aten/src/ATen/DeviceAccelerator.h test/test_cpp_extensions_stream_and_event.py,https://github.com/pytorch/pytorch/pull/129205,guangyey,albanD,gujinghui,,
54da35a2e02,skip,Untopiced,"Revert ""[pt2-bench] fix accuracy failure for beit_base_patch16_224 during training (#130005)""",benchmarks/dynamo/ci_expected_accuracy/dynamic_inductor_timm_training.csv benchmarks/dynamo/ci_expected_accuracy/inductor_timm_training.csv benchmarks/dynamo/timm_models.py,,,,,,
fa3953a2e16,skip,Untopiced,"Revert ""[pt2-bench] fix accuracy failure for a few models (#129941)""",benchmarks/dynamo/common.py benchmarks/dynamo/huggingface.py benchmarks/dynamo/timm_models.py benchmarks/dynamo/torchbench.py benchmarks/dynamo/torchbench.yaml test/dynamo/test_utils.py torch/_dynamo/utils.py,,,,,,
6dfa53ca765,skip,Untopiced,"Revert ""[pt2-bench] pass acc test if ref is NaN (#129996)""",test/dynamo/test_utils.py torch/_dynamo/utils.py,,,,,,
5b5f4b02c27,skip,Untopiced,[pipelining] [BE] Move pipeline_order validation to schedules.py (#129369),test/distributed/pipelining/test_schedule.py torch/distributed/pipelining/_utils.py torch/distributed/pipelining/schedules.py torch/distributed/pipelining/stage.py,https://github.com/pytorch/pytorch/pull/129369,H-Huang,wconstab,,,
f78b79daaa0,nn_frontend,Untopiced,Forward fix the missing torch.nn.Module.set_submodule from D59140215 (#130075),test/test_nn.py torch/nn/modules/module.py,https://github.com/pytorch/pytorch/pull/130075,huydhn,mikaylagawarecki,,,
d496145534c,releng,not user facing,[CD] Add triton xpu wheel build (#129730),.github/scripts/build_triton_wheel.py .github/workflows/build-triton-wheel.yml,https://github.com/pytorch/pytorch/pull/129730,chuanqi129,atalman,,,
21eeedb4554,skip,not user facing,[Inductor] Add aot_mode UT to new cpp_builder. (#130105),torch/_inductor/codecache.py torch/_inductor/cpp_builder.py,https://github.com/pytorch/pytorch/pull/130105,xuhancn,jansel,jgong5,,
e5901688658,python_frontend,new features,Enable sharing meta tensors between processes (#129520),docs/source/conf.py test/test_multiprocessing.py torch/_dynamo/variables/builder.py torch/multiprocessing/reductions.py,https://github.com/pytorch/pytorch/pull/129520,kurtamohler,ezyang,,,
7128504424c,inductor,new features,[inductor] Add Triton template for Conv3D (#129518),test/inductor/test_max_autotune.py test/inductor/test_torchinductor.py test/inductor/test_torchinductor_codegen_dynamic_shapes.py torch/_inductor/kernel/conv.py,https://github.com/pytorch/pytorch/pull/129518,antiagainst,jansel,jataylo,,
c9f1db265e3,distributed,bug fixes,[NCCL] Make sure current device is correct in `torch.distributed.barrier()`'s `streamSynchronize` (#129908),torch/csrc/distributed/c10d/ProcessGroupNCCL.cpp,https://github.com/pytorch/pytorch/pull/129908,eqy,kwen2501,,,
30fc4b06f55,skip,not user facing,[audio hash update] update the pinned audio hash (#129429),.github/ci_commit_pins/audio.txt,https://github.com/pytorch/pytorch/pull/129429,pytorchupdatebot,pytorchbot,,,
3240bff56a8,skip,not user facing,[benchmarking] Add join_results.py (#129202),benchmarks/dynamo/join_results.py,https://github.com/pytorch/pytorch/pull/129202,jansel,shunting314,yanboliang,,
78a0b010eb9,skip,not user facing,Refine XPU UTs (#130138),test/test_xpu.py,https://github.com/pytorch/pytorch/pull/130138,guangyey,EikanWang,,,
8f1c2e1e28f,skip,not user facing,[pt2-bench] pass acc test if ref is NaN (#129996),test/dynamo/test_utils.py torch/_dynamo/utils.py,https://github.com/pytorch/pytorch/pull/129996,shunting314,jansel,,,
c0735a3dd36,skip,not user facing,[pt2-bench] fix accuracy failure for a few models (#129941),benchmarks/dynamo/common.py benchmarks/dynamo/huggingface.py benchmarks/dynamo/timm_models.py benchmarks/dynamo/torchbench.py benchmarks/dynamo/torchbench.yaml test/dynamo/test_utils.py torch/_dynamo/utils.py,https://github.com/pytorch/pytorch/pull/129941,shunting314,jansel,,,
8f6765f7a7e,skip,not user facing,[pt2-bench] fix accuracy failure for beit_base_patch16_224 during training (#130005),benchmarks/dynamo/ci_expected_accuracy/dynamic_inductor_timm_training.csv benchmarks/dynamo/ci_expected_accuracy/inductor_timm_training.csv benchmarks/dynamo/timm_models.py,https://github.com/pytorch/pytorch/pull/130005,shunting314,eellison,jansel,,
4b05d9d2333,skip,Untopiced,"Revert ""[NCCL] Make sure current device is correct in `torch.distributed.barrier()`'s `streamSynchronize` (#129908)""",torch/csrc/distributed/c10d/ProcessGroupNCCL.cpp,,,,,,
eea4ece256d,skip,Untopiced,"Revert ""[audio hash update] update the pinned audio hash (#129429)""",.github/ci_commit_pins/audio.txt,,,,,,
e7ab7b83bc3,inductor,Untopiced,Have torch_key hash entire torch directory (#129250),torch/_functorch/_aot_autograd/autograd_cache.py torch/_inductor/codecache.py,https://github.com/pytorch/pytorch/pull/129250,jamesjwu,oulgen,,,
a33ee73a284,releng,not user facing,Upload perf stats to both Rockset and dynamoDB  (#129544),.github/workflows/upload-test-stats.yml .github/workflows/upload-torch-dynamo-perf-stats.yml tools/stats/upload_dynamo_perf_stats.py tools/stats/upload_stats_lib.py,https://github.com/pytorch/pytorch/pull/129544,huydhn,clee2000,,,
7192ee07350,nested tensor_frontend,bug fixes,Default to input tensor device for as_nested_tensor(t) (#130050),test/test_nestedtensor.py torch/nested/__init__.py,https://github.com/pytorch/pytorch/pull/130050,jbschlosser,YuqingJ,,,
7ea8a3c9b81,dynamo,not user facing,[dynamo] Validate check_fn (#118448),test/dynamo/test_subclasses.py test/dynamo_expected_failures/TestAOTModuleSimplified.test_aot_module_simplified_dynamic test/export/test_export.py test/inductor/test_compiled_autograd.py torch/_dynamo/guards.py,https://github.com/pytorch/pytorch/pull/118448,anijain2305,ezyang,jansel,,
7c5f3cd049d,Uncategorized,Untopiced,Add explain function to TSConverter. (#129968),torch/_export/converter.py,https://github.com/pytorch/pytorch/pull/129968,jiashenC,angelayi,,,
889ed48a229,releng,not user facing,Fix missing id-token write in upload stats (#130153),.github/workflows/upload-test-stats.yml .github/workflows/upload-torch-dynamo-perf-stats.yml,https://github.com/pytorch/pytorch/pull/130153,huydhn,clee2000,,,
